Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_6e3e59d1e5e8.exe,145920,43.73,4.224,85,2,0
ember_f6eb518095b6.exe,200704,42.59,2.015,141,0,0
ember_f87139c1ddf6.exe,5002297,0.7,4.515,8,0,0
ember_7f3594ceeb94.exe,405504,9.28,4.35,122,2,0
ember_8d722ce234bc.exe,1375416,4.0,5.518,121,1,0
ember_4c2c165f9f10.exe,569344,19.8,5.283,429,1,0
ember_bf4050efc815.exe,1290752,1.28,5.886,12,0,0
ember_4047713ea38f.exe,440468,14.6,1.089,0,0,0
ember_822aba199765.exe,735156,3.72,6.693,15,0,0
ember_5a16d386ffdd.exe,270336,26.79,4.76,180,0,0
ember_e9239551efed.exe,1281024,4.24,4.693,1,0,0
ember_92597ddb2c1d.exe,57870,28.65,5.136,165,0,0
ember_efae3d8b46a1.exe,388624,50.6,3.532,189,1,0
ember_cbd711f772c1.exe,495080,16.02,3.599,0,0,0
ember_ad28dfc89da7.exe,14848,42.85,3.914,41,1,0
ember_ecf6c686fca3.exe,141104,18.45,5.299,151,1,0
ember_a6a61fba5efa.exe,295024,24.35,4.521,220,0,0
ember_4d19fb7f420a.exe,20480,4.74,3.951,0,0,0
ember_513285e1bbb6.exe,279394,9.51,1.251,0,0,0
ember_bab058b16efd.exe,427884,5.63,4.727,90,1,0
ember_154a85077ac3.exe,2171904,7.12,5.687,475,4,0
ember_3db4e0e5bd28.exe,41283,2.84,3.945,0,0,0
ember_1d411161a305.exe,708608,28.57,3.481,1,0,0
ember_ee7b91ee92cb.exe,23040,32.18,3.498,1,0,0
ember_4f0f2ffce655.exe,531456,14.33,5.075,32,0,0
ember_11c8434672c7.exe,96256,18.74,5.32,249,0,0
ember_89e28c40a6c8.exe,5000095,0.57,5.805,154,0,0
ember_7864a9e272eb.exe,56956,21.79,5.366,157,0,0
ember_cfe244c77746.exe,145920,27.52,4.844,139,1,0
ember_81e4c5f528a5.exe,1895881,1.27,6.275,133,0,0
ember_d849e1f6ca06.exe,1418634,1.34,6.529,12,0,0
ember_4ac26f01d84e.exe,204480,7.36,3.504,1,0,0
ember_3d074cf121be.exe,621620,18.63,3.955,367,1,0
ember_f491aa449982.exe,1095265,17.16,2.699,246,1,0
ember_f424e8e4e274.exe,97792,20.5,5.761,127,0,0
ember_8b41acb77ba6.exe,3030264,9.56,4.556,25,0,0
ember_627804bb5d5b.exe,2145280,27.25,3.732,1,0,0
ember_885361ab4bb1.exe,10240,39.66,3.218,1,0,0
ember_844567231d9e.exe,266240,27.1,4.809,181,0,0
ember_8d3822df480f.exe,179787,12.23,1.456,0,0,0
ember_7815a516291f.exe,37214080,0.8,4.965,158,0,0
ember_13ee3b72acf6.exe,187392,18.8,5.048,113,0,0
ember_6a0c048e2062.exe,187616,19.66,4.546,322,0,0
ember_954b9e486449.exe,809462,14.15,1.098,0,0,0
ember_16101f8e01cc.exe,2189696,3.24,4.76,314,1,0
ember_ca72656cf40c.exe,803991,14.25,1.096,0,0,0
ember_4f0cecb96019.exe,729088,86.15,1.09,0,0,0
ember_cee65042d3b5.exe,333376,24.43,4.772,282,2,0
ember_c156c102fe7e.exe,5000531,0.66,5.017,157,1,0
ember_68c6eeca1d92.exe,41472,22.23,2.207,152,0,0
ember_ad6d29532196.exe,514984,24.11,4.747,164,0,0
ember_232f3ed3b15a.exe,2848680,12.21,4.867,243,3,0
ember_210fbfd4a79c.exe,274536,16.72,1.553,0,0,0
ember_d4a3ccc2ffec.exe,30252,32.99,3.852,89,1,0
ember_6ad59ba6f64e.exe,645120,23.93,3.202,182,1,0
ember_b67f4292d083.exe,1888544,36.65,2.982,1,0,0
ember_cea594d86158.exe,399697,0.93,3.962,0,0,0
ember_c554a15be7c4.exe,251392,19.38,4.226,1,0,0
ember_cdd2a66788fc.exe,17712,35.6,4.141,35,0,0
ember_ad01a1a5644a.exe,1105408,5.57,4.238,24,0,0
ember_057f721c2ae2.exe,10808832,32.22,5.814,628,2,0
ember_97f4de5f307e.exe,8244310,0.82,3.72,130,1,0
ember_1e2ca0642d11.exe,739840,25.78,3.708,1,0,0
ember_a4037193eb22.exe,40960,50.56,4.22,49,1,0
ember_e2ff945423a3.exe,124756,4.15,6.61,11,0,0
ember_f7372adbae3b.exe,57344,27.68,5.31,153,0,0
ember_f860e5c66959.exe,854822,1.84,4.393,8,0,0
ember_07bb457e338c.exe,5632,52.59,3.081,1,0,0
ember_7891e2c64180.exe,1210392,7.24,4.98,106,0,0
ember_d4e4faff2a0b.exe,2244608,16.21,3.723,153,0,0
ember_8c4c492a1664.exe,105219,76.26,3.596,2,0,0
ember_4afb65d106c4.exe,563200,30.26,3.566,1,0,0
ember_ab7535f46e2a.exe,278528,11.02,5.423,183,1,0
ember_4f6bf813c452.exe,163840,23.97,5.367,173,2,0
ember_8d6e11272cf6.exe,32768,58.59,2.937,68,0,0
ember_3ed6c4a36d17.exe,816773,14.03,1.1,0,0,0
ember_fdde2b51074d.exe,307200,24.99,1.693,0,0,0
ember_adb5e0570afa.exe,4096,93.53,0.0,0,0,0
ember_f277bc0189db.exe,373248,13.54,5.614,1469,1,0
ember_e3ed198a5f1a.exe,120832,12.0,1.292,0,0,0
ember_442643bd01ef.exe,188000,47.1,3.372,0,0,0
ember_27c214744dfc.exe,328440,21.37,4.996,430,3,0
ember_ee349eac70f9.exe,295024,24.35,4.521,220,0,0
ember_61919bb540ec.exe,4067485,0.95,4.537,167,0,0
ember_3964a6c73a73.exe,7776,47.76,3.715,42,0,0
ember_9147fc5dc2fa.exe,309036,10.45,1.083,0,0,0
ember_6726e6e2881c.exe,801521,14.29,1.096,0,0,0
ember_367c898768d2.exe,37200,44.66,5.877,94,0,0
ember_8e8a209764a1.exe,395264,28.21,3.552,1,0,0
ember_875574e63061.exe,13140,39.24,1.938,0,0,0
ember_390b0d06f7b3.exe,1155184,17.57,5.213,524,2,0
ember_09f8363e3475.exe,56216,15.75,5.583,154,0,0
ember_a016c3741bc5.exe,5002767,0.85,4.915,100,1,0
ember_a9a729c217be.exe,1509888,61.12,2.109,1,0,0
ember_db92a6ee4d46.exe,761856,26.18,3.57,1,0,0
ember_5d5eaeed1caf.exe,185969,31.48,5.037,215,1,0
ember_769427d8597e.exe,81920,36.05,3.416,1,0,0
ember_70a10f19df3a.exe,73728,36.07,1.744,0,0,0
ember_48a1b081511c.exe,14848,35.06,3.209,1,0,0
ember_468981a700b6.exe,20492,23.78,5.318,27,1,0
ember_162cec6c026e.exe,294930,24.36,4.521,220,0,0
ember_c60ceec7e22c.exe,6487,39.68,4.308,25,0,0
ember_aabe710b20f3.exe,120320,24.79,2.796,137,1,0
ember_a83aa4aa0df3.exe,188422,7.92,4.898,62,0,0
ember_59fedea93717.exe,67072,19.25,4.687,138,1,0
ember_15fa9de523c0.exe,24064,11.54,5.937,4,0,0
ember_a8b4a64fb721.exe,238904,18.0,5.041,908,0,0
ember_a77658a27033.exe,1898592,16.89,5.286,102,1,0
ember_b299e922afbf.exe,14464,24.09,5.826,0,0,0
ember_66ab14f07263.exe,12267420,0.79,5.082,134,1,0
ember_6d52a1c01f79.exe,1049560,1.41,6.814,18,0,0
ember_e5119d28dcf5.exe,569208,14.67,5.494,140,2,0
ember_334183861508.exe,15613848,0.62,5.518,121,1,0
ember_de72dd2c5a47.exe,142992,24.78,4.614,80,1,0
ember_d81323fc6d08.exe,2623196,1.52,4.248,37,0,0
ember_d8b613b0fbf1.exe,2345448,15.66,4.511,70,1,0
ember_28ef2c9cfe95.exe,6367752,27.03,4.013,151,0,0
ember_e556ee852871.exe,350208,26.37,3.596,1,0,0
ember_f1e1c0ec6538.exe,568320,49.4,2.364,1,0,0
ember_989f854b69b3.exe,565380,2.9,5.509,87,1,0
ember_4f019957d3f2.exe,796528,6.73,5.518,121,1,0
ember_50a01b866fcb.exe,132880,59.24,1.524,0,0,0
ember_dcf634f06f6a.exe,557056,22.57,2.118,0,0,0
ember_6627838fcc2c.exe,2714022,15.78,0.899,0,0,0
ember_a2f99df27029.exe,893952,25.6,4.004,355,2,0
ember_076e8820cdc7.exe,172544,6.66,4.538,1,0,0
ember_eab4adbf855b.exe,202752,25.77,4.04,1,0,0
ember_d95ad1fa7db1.exe,187384,15.72,5.623,102,1,0
ember_92019de8b9e6.exe,2496,24.96,5.724,0,0,0
ember_8d81c33e78f5.exe,1441835,16.8,4.799,210,2,0
ember_91397a316b82.exe,901120,2.0,5.597,154,0,0
ember_82debbcccb23.exe,512512,15.95,5.202,105,2,0
ember_373063a0ece5.exe,307856,17.49,4.214,107,1,0
ember_a218981b7e1a.exe,9216,40.04,3.362,1,0,0
ember_7864d76a4308.exe,303983,4.31,6.918,14,0,0
ember_15636a918374.exe,54272,6.15,6.591,6,0,0
ember_8893dc59c46f.exe,5000928,8.2,4.919,56,0,0
ember_1eb083fda180.exe,95984,19.97,3.843,1,0,0
ember_5688fc19adcd.exe,118784,21.33,5.192,100,2,0
ember_02f0c0dbce8c.exe,841922,1.58,3.64,122,0,0
ember_fa9c251718f9.exe,160808,34.72,3.873,148,0,0
ember_1bd67297763f.exe,51976,34.78,4.282,64,2,0
ember_307ec4f07c18.exe,1155185,17.57,5.213,524,2,0
ember_a712da1933fa.exe,576000,23.43,4.767,450,1,0
ember_d92f1f3664e5.exe,23360,22.94,3.005,0,0,0
ember_a5c2031c4743.exe,613376,1.01,3.578,1,0,0
ember_61904392fccd.exe,198144,14.77,4.052,241,1,0
ember_97cad075a579.exe,1534768,43.74,5.208,166,1,0
ember_83a8ac93318c.exe,2606517,11.7,1.279,0,0,0
ember_1b3d15b0ce64.exe,440667,14.59,1.089,0,0,0
ember_7e98b2fc3af1.exe,31744,34.06,3.385,1,0,0
ember_0bd8cac186e3.exe,196608,7.21,1.316,0,0,0
ember_e4e8a96e040c.exe,5003488,0.73,4.397,8,0,0
ember_93231f91c9f7.exe,4288,33.0,3.215,0,0,0
ember_79391a35e936.exe,297984,2.98,6.047,7,0,0
ember_b7b90efd5ef5.exe,388624,50.6,3.532,189,1,0
ember_075e5057c75e.exe,180080,26.32,3.584,1,0,0
ember_c734062dab98.exe,2527232,38.21,3.816,12,0,0
ember_f831a9ecc131.exe,2095756,27.43,4.509,455,1,0
ember_fb72ff8c1241.exe,697344,25.38,4.683,1,0,0
ember_213886895819.exe,626688,13.59,3.693,115,0,0
ember_cd89c7688d61.exe,131200,27.92,4.266,139,1,0
ember_c6ef20fc4e26.exe,4096,93.53,0.0,0,0,0
ember_884fea49b069.exe,1258264,5.19,6.781,14,0,0
ember_cb6fe2e7c50b.exe,61440,25.37,4.615,598,0,0
ember_4ccfb0f5cc8b.exe,28672,58.62,3.661,1,0,0
ember_73492ff954be.exe,26624,29.27,2.563,0,0,0
ember_617673677e47.exe,808167,14.18,1.097,0,0,0
ember_02fd55b1d3fd.exe,44544,37.61,4.625,0,0,0
ember_be3242476b38.exe,7671496,23.89,4.936,564,1,0
ember_44156cd8369f.exe,6305,19.48,1.07,0,0,0
ember_31db6a96075f.exe,181760,22.44,5.246,129,0,0
ember_e4c73968bf57.exe,5001349,2.61,4.549,167,0,0
ember_5be70e46bf91.exe,180744,14.67,4.352,220,1,0
ember_74e3e46680d7.exe,1361024,1.55,5.023,65,1,0
ember_941306a39400.exe,114828,11.04,5.713,165,0,0
ember_74c533182e1e.exe,5003089,1.11,4.422,135,2,0
ember_4a80f0e45835.exe,55434,12.91,1.326,0,0,0
ember_f9007eb28226.exe,364544,23.96,4.486,88,0,0
ember_caf825b9565d.exe,907776,13.31,5.137,334,2,0
ember_a7a390707922.exe,1056,78.88,2.006,0,0,0
ember_423d7f3cb3c5.exe,9216,44.72,3.275,1,0,0
ember_3689270133c8.exe,921512,1.74,6.86,10,0,0
ember_8a77f52711bc.exe,54272,27.97,3.532,81,0,0
ember_7f962cb84627.exe,14848,32.21,3.837,1,0,0
ember_36c7979355c8.exe,1924816,2.35,6.588,3,0,0
ember_611472160df3.exe,637992,9.46,5.513,195,1,0
ember_e82961a40976.exe,5003032,5.21,4.388,120,2,0
ember_75f7fdbb85df.exe,5001524,0.75,5.592,154,0,0
ember_4c4aab7153c3.exe,2116096,25.86,4.048,1,0,0
ember_5a11933d98f9.exe,192640,97.02,0.126,0,0,0
ember_ef679cae4a4d.exe,585728,0.87,3.964,0,0,0
ember_b0633e9af2d9.exe,829553,13.81,1.104,0,0,0
ember_425d209f7c49.exe,140288,4.84,4.689,1,0,0
ember_67958973d231.exe,166400,20.03,5.038,96,1,0
ember_b7c045ba90cb.exe,935320,13.11,1.044,0,0,0
ember_8f5b468cc55c.exe,802552,14.28,1.096,0,0,0
ember_c064f55d65db.exe,184320,33.19,4.363,1,0,0
ember_cad82fc76d22.exe,50688,24.43,3.745,1,0,0
ember_81e6b401fe2d.exe,741544,20.38,4.308,151,0,0
ember_718c97327f1c.exe,2085640,12.29,5.844,1011,1,0
ember_837a5e7dc52a.exe,110592,21.76,4.695,143,0,0
ember_41e6e7455cf4.exe,806201,14.21,1.097,0,0,0
ember_eb4b38dca9b8.exe,3072,54.62,3.99,0,0,0
ember_b9f9fca99f17.exe,132096,15.73,3.387,1,0,0
ember_01c585a0ae4c.exe,5674,82.43,1.978,0,0,0
ember_cc602407c1cb.exe,202560,11.39,3.686,1,0,0
ember_8d63cca97e9d.exe,1765376,14.2,7.019,202,1,0
ember_82e70b5e47db.exe,5120,58.05,3.781,0,0,0
ember_92c3949ef7cc.exe,5001192,0.54,4.474,94,0,0
ember_072ade210707.exe,11264,38.89,3.747,1,0,0
ember_06ed44eec389.exe,59904,51.11,3.777,0,0,0
ember_a3ae1e504a02.exe,65616,40.52,4.289,52,1,0
ember_28f404397c05.exe,170448,25.41,3.475,98,1,0
ember_37f027830fa4.exe,755200,19.34,5.095,14,0,0
ember_4bc6cfd2dfd1.exe,249880,21.49,4.414,1,0,0
ember_98e34b920a0b.exe,547840,4.86,4.672,1,0,0
ember_95394da5744d.exe,254464,19.22,4.498,157,1,0
ember_113064bc6a4f.exe,360840,18.15,5.13,154,1,0
ember_51a223b0428d.exe,5003136,5.03,4.799,365,2,0
ember_f9f925044b19.exe,11264,31.99,4.814,41,0,0
ember_dd0e328398f2.exe,2313384,1.5,5.053,165,0,0
ember_c0c66ec7b031.exe,7168,39.43,3.433,1,0,0
ember_8b9b6d188d7e.exe,34912,22.37,3.566,1,0,0
ember_24481155080f.exe,439976,22.24,5.312,336,2,0
ember_4f57b3d3fc2a.exe,4313120,0.68,5.085,154,0,0
ember_c117c2cbc7c0.exe,391680,16.96,5.023,207,1,0
ember_0e0279fce41c.exe,1130840,4.11,5.376,98,1,0
ember_b34586eced5b.exe,581632,17.99,3.016,141,3,0
ember_cbfba5349a75.exe,2902644,0.53,4.688,70,0,0
ember_9c109780a128.exe,19456,7.55,6.462,0,0,0
ember_075bb6b39461.exe,5003317,0.63,4.411,8,0,0
ember_982b04198c8b.exe,2549624,23.06,4.218,195,2,0
ember_d5b647df4913.exe,178305,1.28,3.961,0,0,0
ember_40a79e27f7c2.exe,281198,21.1,5.208,207,0,0
ember_29404ac85fbd.exe,81920,29.71,3.469,56,0,0
ember_e9f5d595180e.exe,2032439,13.9,1.31,0,0,0
ember_0363748f0381.exe,42496,32.32,4.313,1,0,0
ember_af6b12d86fff.exe,1107680,13.09,4.701,304,2,0
ember_371b1950c2fb.exe,75776,38.45,5.09,117,0,0
ember_d8473eb67e99.exe,10485498,0.55,5.755,164,0,0
ember_733a2f807ba6.exe,244736,27.25,4.049,147,0,0
ember_fc8395e7176e.exe,5001202,1.36,5.047,134,1,0
ember_b6f355b65ef3.exe,813022,14.09,1.099,0,0,0
ember_3d76df5d4f8f.exe,637992,9.46,5.513,195,1,0
ember_73e733d0d4e0.exe,800000,8.65,5.411,0,0,0
ember_deeab6af5651.exe,424960,10.13,5.223,130,1,0
ember_49f1754400b7.exe,19968,37.63,3.143,2,0,0
ember_e9876bfc6046.exe,936544,10.34,4.282,910,1,0
ember_7b0586360af5.exe,10483714,0.5,5.593,154,0,0
ember_2b09eb4e3810.exe,1241600,33.63,3.391,1,0,0
ember_db88548ae410.exe,106496,23.25,5.165,65,2,0
ember_ad7df137973d.exe,178600,12.66,1.632,0,0,0
ember_b6e2bf7a2b64.exe,842199,13.6,1.104,0,0,0
ember_6ccaf63388c5.exe,2489030,3.68,5.82,342,2,0
ember_ae756846febc.exe,386709,20.43,4.772,1,0,0
ember_c5c4c9eaf54e.exe,233472,59.36,3.809,16,0,0
ember_4788b19ed024.exe,19840,25.23,4.764,45,1,0
ember_567ce25fc7af.exe,303693,16.27,5.651,0,0,0
ember_7fc52a68c85d.exe,1432824,3.4,6.101,74,1,0
ember_17ce08b7d6de.exe,915456,30.85,3.478,1,0,0
ember_bbe2964b1db6.exe,402944,11.18,4.564,1,0,0
ember_89331add1979.exe,3667,97.6,1.0,0,0,0
ember_a91e44695b82.exe,561152,54.19,4.885,177,0,0
ember_c381d8337c4b.exe,23299,15.64,1.294,0,0,0
ember_c3fd0a8acaf8.exe,1105920,97.31,1.681,347,0,0
ember_da13cb5b9720.exe,5001960,0.71,6.276,133,0,0
ember_9f396b4b7fa9.exe,457216,22.4,5.34,1,0,0
ember_e477d73fe899.exe,402360,18.14,4.522,1,0,0
ember_e095e5537a35.exe,55296,18.91,4.732,93,1,0
ember_f5a3e5b153c6.exe,2655744,46.39,3.352,1,0,0
ember_1118c6ca0765.exe,19456,44.91,3.918,0,0,0
ember_c70655e3a266.exe,504312,23.15,4.838,473,1,0
ember_985434401563.exe,117704,27.75,4.728,81,2,0
ember_13938b414c18.exe,90268,35.28,3.092,91,0,0
ember_8de8ea309663.exe,10378480,18.38,4.087,516,2,0
ember_b4c6e8ee8c64.exe,104488,28.46,4.882,155,1,0
ember_3fa02acaa9f1.exe,628239,14.52,1.088,0,0,0
ember_7cd600469c91.exe,116472,16.41,4.46,185,1,0
ember_18429257b562.exe,95952,20.42,3.806,1,0,0
ember_020072f67e93.exe,65536,31.06,3.556,1,0,0
ember_670fdad89107.exe,295936,5.56,5.99,125,2,0
ember_0c75360a8b63.exe,5003713,0.48,6.758,14,0,0
ember_1132a0f5ac2a.exe,4096,29.54,1.012,0,0,0
ember_86b02a39cc15.exe,167496,17.13,5.209,87,1,0
ember_b76cf37be157.exe,1814528,39.16,4.157,12,0,0
ember_e49a5695711e.exe,1051648,18.0,4.105,159,0,0
ember_72d24c4fefdc.exe,339990,11.0,5.105,194,1,0
ember_dfa53d09d3cb.exe,14432,26.95,2.916,0,0,0
ember_b94d0b63ceba.exe,161280,41.04,4.629,0,0,0
ember_75387b782831.exe,394752,6.95,4.407,1,0,0
ember_e521e95285dc.exe,49152,28.26,3.307,1,0,0
ember_b774b872005d.exe,2473984,19.98,5.289,273,2,0
ember_44eb236212af.exe,4060608,19.28,4.712,149,0,0
ember_7bc5c5c7da5b.exe,2048,62.99,1.663,0,0,0
ember_a0aacbe39873.exe,132960,18.86,4.792,71,1,0
ember_9059f304ee01.exe,487424,21.26,3.595,121,0,0
ember_ad669b0ec26d.exe,804991,14.23,1.097,0,0,0
ember_4c48b18fd539.exe,40960,51.91,3.493,1,0,0
ember_a4829d769147.exe,1215376,16.08,5.132,569,4,0
ember_fd955660831c.exe,686688,14.97,4.371,569,0,0
ember_e19088654572.exe,124720,21.45,4.461,95,1,0
ember_7a57e9c469a9.exe,21004,22.9,5.318,27,1,0
ember_3ab32475a01e.exe,1204224,18.24,5.237,1371,0,0
ember_ce1f8b0bcda3.exe,239852,5.89,5.621,157,0,0
ember_a4ef27211993.exe,896,66.18,3.713,0,0,0
ember_3420ea19b215.exe,441344,27.21,4.571,248,1,0
ember_79685ec0b569.exe,2012672,6.28,4.589,1,0,0
ember_d75332468b08.exe,2854688,97.38,0.921,5,0,0
ember_7ce5496be7df.exe,585728,12.39,4.437,1,0,0
ember_977192684d37.exe,70128,37.23,4.933,60,0,0
ember_21381aa133a5.exe,5002264,0.57,5.676,158,0,0
ember_870ff93b05ca.exe,51200,20.17,3.687,1,0,0
ember_b0ea34edb9de.exe,214639,24.83,4.783,233,0,0
ember_3f0b1350b290.exe,2157830,18.75,4.013,151,0,0
ember_5760c23da4af.exe,577536,22.33,4.591,1,0,0
ember_96fd04c9fe0f.exe,61440,44.15,4.446,55,0,0
ember_d725955b406c.exe,4001536,11.63,4.481,83,1,0
ember_d8d8ab221e3b.exe,57344,34.19,4.951,53,1,0
ember_e9416472b3c9.exe,41984,57.77,4.146,38,1,0
ember_f90a10606c5a.exe,589824,12.79,1.281,0,0,0
ember_99fcf3f8ebd1.exe,526848,18.02,3.115,1,0,0
ember_cf4952265865.exe,5222479,19.64,4.401,287,0,0
ember_3171e30370aa.exe,17912,23.79,2.221,0,0,0
ember_bfa9efd7ab51.exe,1138328,17.2,4.667,1,0,0
ember_156ae5e594b7.exe,21680,15.65,3.392,1,0,0
ember_2fc604d9c393.exe,4121600,28.97,3.663,1,0,0
ember_ae07f4745550.exe,26112,51.13,3.733,0,0,0
ember_8349ac16e6c6.exe,20480,75.39,3.432,1,0,0
ember_d66419f889a0.exe,2918920,21.95,5.067,241,0,0
ember_d5f233ec488a.exe,91271,4.19,5.349,3,0,0
ember_dac1c5851b77.exe,1416576,1.65,7.475,13,0,0
ember_5f449763f3f9.exe,88320,26.13,4.028,89,0,0
ember_1abee3eb55dc.exe,2665968,16.82,4.957,402,2,0
ember_2987ec69bd70.exe,2126673,16.2,5.564,232,1,0
ember_494b2e9ae4c1.exe,226304,17.98,3.279,1,0,0
ember_d0848d3c583a.exe,16384,78.73,2.624,32,0,0
ember_a00b26f2c6fa.exe,24576,69.76,2.928,55,0,0
ember_598c806d0280.exe,132008,21.25,3.749,1,0,0
ember_814e5c03188d.exe,3477784,21.92,4.769,315,2,0
ember_7a9accb0d944.exe,49152,53.62,2.573,80,0,0
ember_ab99b4350264.exe,1865812,17.46,1.47,0,0,0
ember_1bfed5108056.exe,24576,78.32,1.729,0,0,0
ember_51bf276b7d70.exe,201216,18.24,4.471,197,2,0
ember_950c7561ebb8.exe,626688,12.4,4.925,140,0,0
ember_8c8c041a13f5.exe,1536,44.73,4.91,0,0,0
ember_14d000c7d0bf.exe,57896,18.35,4.314,147,0,0
ember_71c049fa289c.exe,2972460,0.97,5.23,157,0,0
ember_f455ad70a409.exe,289792,19.51,4.409,1,0,0
ember_1539abf30464.exe,45056,43.45,3.825,1,0,0
ember_86ba9a23d994.exe,8704,40.4,3.121,1,0,0
ember_c9643c9b3223.exe,1432681,16.9,4.799,210,2,0
ember_d675c4008200.exe,63765,14.74,1.516,0,0,0
ember_b92a9786de77.exe,630272,18.55,3.795,360,1,0
ember_e50cb9839ace.exe,71168,21.65,5.347,146,1,0
ember_29f472fe2578.exe,2752512,18.73,2.941,178,0,0
ember_53f527778b56.exe,5000033,1.1,4.422,135,2,0
ember_90629a296d37.exe,61440,28.51,3.432,1,0,0
ember_f8bf106dc6b1.exe,21104,24.87,3.395,1,0,0
ember_3cd326920e66.exe,32768,49.93,3.306,44,0,0
ember_587cef660c88.exe,836780,13.69,1.103,0,0,0
ember_d80020f9b83e.exe,507708,16.36,0.595,0,0,0
ember_8563b0d9577d.exe,336384,12.03,4.388,1,0,0
ember_546bd66d8496.exe,38912,32.88,3.363,1,0,0
ember_562129f2cbe4.exe,5003139,1.62,4.826,167,0,0
ember_1233cf59a3f7.exe,2002944,18.95,5.072,2153,1,0
ember_d1ec2b3cb042.exe,220352,18.69,5.362,75,0,0
ember_c85cc9aad6fd.exe,1227104,1.31,5.489,157,0,0
ember_449b0d47ddf9.exe,80896,50.73,3.736,0,0,0
ember_9fe95378d63f.exe,50772,14.76,1.083,0,0,0
ember_e60f42b4102e.exe,717985,15.22,4.644,18,0,0
ember_3bb7658aa112.exe,69896,12.13,0.801,0,0,0
ember_228eea0f727b.exe,1576960,1.34,6.828,20,0,0
ember_854b3db579bd.exe,5002544,0.67,5.286,204,1,0
ember_e01bc7ecb2ca.exe,2560,67.42,3.09,1,0,0
ember_10cf9a184b92.exe,798728,14.34,1.095,0,0,0
ember_dbe7da39da7b.exe,57344,44.63,3.518,1,0,0
ember_7844694560cf.exe,696320,6.48,7.881,0,0,0
ember_00524cee251e.exe,715910,18.51,3.25,367,2,0
ember_42254509c3de.exe,114707,19.31,4.384,180,0,0
ember_279001c02bbb.exe,5001226,0.79,3.72,103,1,0
ember_36ec6c73aa9e.exe,243200,0.76,0.997,0,0,0
ember_9f3fa4038e70.exe,35328,29.45,3.854,1,0,0
ember_4f8d358262b1.exe,5606912,17.06,4.964,581,1,0
ember_bde781c1ce10.exe,1613912,14.48,4.833,150,1,0
ember_eebc2154f2a0.exe,825520,13.88,1.102,0,0,0
ember_04e878c5ba42.exe,49152,43.98,2.956,66,0,0
ember_48814f39ee4c.exe,16384,20.95,1.279,0,0,0
ember_a626534f2caf.exe,2354176,10.83,3.866,1,0,0
ember_d8e7b1e77972.exe,330240,56.6,2.987,1,0,0
ember_6564c12a576a.exe,5002535,0.61,4.501,8,0,0
ember_9f1b67fdcf90.exe,7168,24.41,1.618,0,0,0
ember_ff4b746ae78a.exe,81800,21.43,3.026,120,2,0
ember_c0cd4aee6463.exe,3290744,12.0,4.639,6931,0,0
ember_db2e0e8613bd.exe,1143808,13.19,5.474,308,0,0
ember_49fca6d60a70.exe,440445,14.6,1.089,0,0,0
ember_38096fe03248.exe,872462,38.7,4.786,167,0,0
ember_730e093e0e14.exe,53248,33.11,2.268,0,0,0
ember_cee27fc83fb2.exe,8192,42.58,3.91,22,1,0
ember_bbb3d62cc9f6.exe,210176,27.68,4.102,171,0,0
ember_053fdd813acb.exe,115200,5.27,5.896,1,0,0
ember_6664bc7cb374.exe,23040,12.2,1.263,0,0,0
ember_ab46367ac1e8.exe,637992,9.46,5.513,195,1,0
ember_0d79ad796093.exe,139264,2.7,5.844,8,0,0
ember_e5198c62a343.exe,23048,20.06,3.565,1,0,0
ember_c11e88fc6a4b.exe,16296,24.76,3.214,1,0,0
ember_e032ede98aaa.exe,1032303,22.19,4.126,432,1,0
ember_c87726df7668.exe,316928,20.93,4.535,207,2,0
ember_205f03049213.exe,230400,13.02,4.035,142,0,0
ember_9e91c20aefac.exe,6322,22.79,1.245,0,0,0
ember_6bf985922f76.exe,225280,20.71,4.331,149,1,0
ember_2770341edbd4.exe,93696,3.82,5.56,1,0,0
ember_d6baa9256f6d.exe,8504986,0.78,3.392,122,1,0
ember_25c898182466.exe,76417,18.76,4.193,6,0,0
ember_5ea994542219.exe,161862,11.94,1.098,0,0,0
ember_601b76e3dc48.exe,810242,14.14,1.098,0,0,0
ember_d81146625e57.exe,1952,36.22,5.259,0,0,0
ember_0c9c500de21d.exe,4972544,0.62,5.69,153,0,0
ember_5ff36dcce1e6.exe,2228224,20.83,1.858,0,0,0
ember_54f5534eba6f.exe,637992,9.46,5.513,195,1,0
ember_7d94d5b3fe2e.exe,9216,42.76,2.962,1,0,0
ember_167a5428ecbf.exe,5003720,0.47,5.936,117,0,0
ember_505270e923a5.exe,1259475,12.18,1.11,0,0,0
ember_7645d5c94fe6.exe,3706880,1.02,5.543,129,1,0
ember_cd634939510a.exe,1064448,23.61,2.986,1,0,0
ember_8f8347a466c0.exe,417792,16.62,4.273,466,0,0
ember_3634912e8502.exe,1176160,17.4,5.542,273,2,0
ember_13b8e53f38ef.exe,3012080,9.72,5.656,0,0,0
ember_171979947dee.exe,17408,24.79,5.471,21,1,0
ember_dcac2539ba95.exe,6628,19.04,1.07,0,0,0
ember_a63c97ed41f3.exe,4096,92.82,0.0,0,0,0
ember_6d7ff8f4ed30.exe,498688,19.04,4.666,157,1,0
ember_ea5ec762eef9.exe,189400,22.09,4.749,75,1,0
