Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_b49433e51c1a.exe,2164736,17.72,4.319,580,2,1
ember_0be637eb5bc8.exe,343553,6.03,5.037,61,0,1
ember_a79ab3176f8e.exe,110896,4.99,4.835,44,1,1
ember_ff200e7265ed.exe,126869,10.92,5.704,54,0,1
ember_3105538e4cb2.exe,888868,14.82,4.47,467,4,1
ember_2d0abb7ef283.exe,479860,21.03,4.527,25,0,1
ember_fee4cd384c52.exe,318240,12.61,4.696,9,0,1
ember_301c255bd029.exe,963494,5.68,4.053,2,0,1
ember_23a76357e623.exe,966424,5.66,4.053,2,0,1
ember_0dfe5fdb03bf.exe,122880,19.87,4.842,44,0,1
ember_d5f40bff0c88.exe,485904,24.97,5.488,316,1,1
ember_597d103a6b24.exe,1869408,1.71,4.603,8,0,1
ember_adb33b96bb89.exe,1339392,43.85,5.637,0,0,1
ember_cc77bb66c9a0.exe,964894,5.67,4.053,2,0,1
ember_54ab94ae1a2d.exe,267776,38.67,3.836,247,0,1
ember_46965eb96d4c.exe,77312,30.67,5.892,65,0,1
ember_de3c9d9a7b68.exe,945664,14.97,5.789,108,2,1
ember_c72dbd901e7f.exe,507392,22.86,5.053,216,2,1
ember_e5b78d2d917e.exe,103140,8.47,7.988,2,0,1
ember_48cdad59ed91.exe,2661136,1.89,5.002,105,0,1
ember_4003e007a02a.exe,473538,20.57,4.527,25,0,1
ember_e7b5cabb46d4.exe,965894,5.67,4.053,2,0,1
ember_eb47dc4154d7.exe,131072,19.86,4.999,32,0,1
ember_1a44ac46c4ee.exe,970454,5.64,4.053,2,0,1
ember_d63da0a82c7f.exe,966454,5.66,4.053,2,0,1
ember_82e376c67bde.exe,962844,5.68,4.053,2,0,1
ember_83146b9c9603.exe,961944,5.69,4.053,2,0,1
ember_15af4828321b.exe,962144,5.69,4.053,2,0,1
ember_c3a04e3e44be.exe,885656,12.67,5.609,167,2,1
ember_6029ff8a2d02.exe,964254,5.68,4.053,2,0,1
ember_5b6b53ea4a2b.exe,971174,5.64,4.053,2,0,1
ember_3e33e781ec3d.exe,292216,22.6,5.147,330,2,1
ember_28c88d731929.exe,847841,13.66,4.714,467,4,1
ember_b2c9ad63ebdf.exe,2590312,2.83,5.089,2,0,1
ember_3c01bf04c4f6.exe,139264,20.26,5.557,54,0,1
ember_464484bd8257.exe,327680,36.6,4.308,68,0,1
ember_07fc7c2c96f2.exe,965954,5.67,4.053,2,0,1
ember_a09c21837fb2.exe,968968,38.5,3.739,60,0,1
ember_695c335aede9.exe,420912,8.94,4.055,55,0,1
ember_417e94b82858.exe,1353293,2.28,7.512,8,0,1
ember_fd12b7a31f74.exe,967994,5.65,4.053,2,0,1
ember_a7552c4fa7fe.exe,965034,5.67,4.053,2,0,1
ember_6a342cc0a2c0.exe,182022,20.98,4.537,272,1,1
ember_ec52618b6548.exe,184320,55.06,3.514,184,1,1
ember_d84c3aacfb22.exe,155648,18.89,6.131,104,0,1
ember_b4ef8908e512.exe,3425280,67.87,3.89,72,2,1
ember_bb110c175da9.exe,965544,5.67,4.053,2,0,1
ember_ed9d20c214c8.exe,444928,14.05,6.392,106,2,1
ember_d1dfc76d8b29.exe,965624,5.67,4.053,2,0,1
ember_0ba750cdc7f7.exe,416768,18.06,5.314,136,2,1
ember_0a979766247a.exe,139264,20.26,5.557,54,0,1
ember_0eaee836dbbb.exe,680448,22.56,4.597,46,1,1
ember_0920b86e8144.exe,721928,1.14,4.99,3,0,1
ember_53e3d960f4de.exe,245829,3.77,5.634,91,1,1
ember_1fc12c25e2df.exe,139264,20.26,5.557,54,0,1
ember_f174709e51fd.exe,180224,1.51,5.228,15,1,1
ember_759d5b4d2a32.exe,964084,5.68,4.053,2,0,1
ember_2813a1872cc1.exe,155648,18.89,6.131,104,0,1
ember_a043e52bfe96.exe,99328,1.48,7.985,3,0,1
ember_94569af5d0fd.exe,3328000,73.24,2.493,69,2,1
ember_b76dda71d1e2.exe,736256,12.24,5.126,78,1,1
ember_02d6256eedd3.exe,178176,29.11,4.963,1,0,1
ember_f21d4b8ddcd7.exe,966224,5.66,4.053,2,0,1
ember_b29bf9266595.exe,3584,74.33,3.272,8,0,1
ember_8651b45acc3c.exe,1053696,10.92,5.709,81,1,1
ember_ecd7b14f431f.exe,543968,12.32,5.84,179,2,1
ember_9449f312a903.exe,135172,26.52,5.902,25,0,1
ember_44bee747661e.exe,577024,33.09,4.803,1,0,1
ember_9cab827273a8.exe,962944,5.68,4.053,2,0,1
ember_f543be4a15bb.exe,54272,13.13,4.408,1,0,1
ember_0838cd691258.exe,1353472,2.28,7.512,8,0,1
ember_7e29eff9ff99.exe,835584,34.41,5.338,313,1,1
ember_b1c8749be45f.exe,963044,5.68,4.053,2,0,1
ember_9f49549cf389.exe,967174,5.66,4.053,2,0,1
ember_27e84201d187.exe,917504,33.83,4.448,37,0,1
ember_307c88a2a332.exe,3584,74.33,3.274,8,0,1
ember_b9746618c0bb.exe,1650688,56.0,4.794,75,1,1
ember_a48d3ac6b84b.exe,732191,16.13,4.055,55,0,1
ember_e22358724ea2.exe,53248,36.51,3.149,21,1,1
ember_41b5270bef70.exe,343458,6.04,5.037,61,0,1
ember_3795af267ce6.exe,3584,74.33,3.276,8,0,1
ember_ec3315a1bd34.exe,363520,23.96,5.469,116,1,1
ember_ceeab15b350a.exe,1213440,5.79,7.195,114,1,1
ember_1f37f1a7f7b9.exe,966634,5.66,4.053,2,0,1
ember_6b1567076319.exe,11185560,4.78,6.37,484,3,1
ember_0ba64157f0e4.exe,88576,2.59,4.878,1,0,1
ember_8ba7e7352525.exe,651264,18.64,4.9,43,0,1
ember_33ad35991a5a.exe,3146240,67.19,4.168,106,2,1
ember_af292789a3a8.exe,963304,5.68,4.053,2,0,1
ember_9cdbb1fb253e.exe,390093,1.05,5.612,1,0,1
ember_0cf773c705d0.exe,208896,30.46,4.792,14,0,1
ember_169957eb8aab.exe,88576,2.59,4.878,1,0,1
ember_5bdb5197b432.exe,966234,5.66,4.053,2,0,1
ember_90618cbcd5ac.exe,965514,5.67,4.053,2,0,1
ember_bcf74f9b3e05.exe,823808,9.98,5.726,13,0,1
ember_27a9a60a842c.exe,155648,21.0,6.296,1,0,1
ember_bfd5693e9caa.exe,966874,5.66,4.053,2,0,1
ember_b31d1106d66e.exe,1562624,49.01,5.112,73,1,1
ember_468d1cc0d1be.exe,977634,30.97,4.055,55,0,1
ember_100f811697ca.exe,965954,5.67,4.053,2,0,1
ember_b0a0ec32a964.exe,870400,5.7,4.894,1,0,1
ember_e18837899c56.exe,163328,2.57,5.579,11,0,1
ember_8ccdc905091c.exe,131200,20.92,6.117,25,0,1
ember_64f6c6e99842.exe,960274,5.7,4.053,2,0,1
ember_77210cc6e549.exe,4288512,68.39,4.78,113,2,1
ember_721a42501b22.exe,122880,19.87,4.842,44,0,1
ember_5a53e2f841ee.exe,966874,5.66,4.053,2,0,1
ember_58735f624dc8.exe,233064,46.74,4.277,125,1,1
ember_e90a2ac00514.exe,176128,38.97,5.285,28,0,1
ember_d6cff0677dfe.exe,846848,8.4,5.432,134,1,1
ember_33393fc4b4be.exe,139264,20.26,5.557,54,0,1
ember_9a8ae00e15b1.exe,965064,5.67,4.053,2,0,1
ember_4c59c0944ad5.exe,824420,12.5,3.787,118,2,1
ember_78256a5188bc.exe,343499,6.04,5.037,61,0,1
ember_9ae0fff997e3.exe,965064,5.67,4.053,2,0,1
ember_a142115b6b48.exe,99328,21.11,7.986,3,0,1
ember_7fa64131e24a.exe,86016,39.11,4.97,88,1,1
ember_a5277e8b1f5a.exe,524288,7.39,5.458,83,1,1
ember_572bed0a682d.exe,225280,50.51,2.823,0,0,1
ember_7cfc491bbedd.exe,131200,20.92,6.117,25,0,1
ember_4cb6041b8c01.exe,962994,5.68,4.053,2,0,1
ember_7eedc62192a2.exe,1006080,19.15,5.821,75,1,1
ember_2bfef288f9da.exe,86016,22.25,4.753,42,0,1
ember_b619b0e4140e.exe,276992,37.92,4.648,87,1,1
ember_957c0fcf6bcc.exe,343439,6.04,5.037,61,0,1
ember_9f8ac2c97066.exe,103140,25.19,7.989,2,0,1
ember_e4ed0859db06.exe,155648,18.89,6.131,104,0,1
ember_9a224c9d8149.exe,966024,5.67,4.053,2,0,1
ember_c8d1b84b92b1.exe,967164,5.66,4.053,2,0,1
ember_ae47344bf4f7.exe,656896,1.82,4.704,25,0,1
ember_098c888a8d8d.exe,193536,12.11,4.891,11,1,1
ember_1f7892fa9bca.exe,327680,17.13,5.091,38,0,1
ember_86ac351730a1.exe,964204,5.68,4.053,2,0,1
ember_488b2dc7f6e5.exe,872928,24.63,5.524,319,1,1
ember_06613df846d6.exe,343428,6.04,5.037,61,0,1
ember_6f73f487dc56.exe,503808,10.28,6.601,102,1,1
ember_08f3917d4257.exe,155648,18.89,6.131,104,0,1
ember_ebaf7770f22c.exe,331892,3.7,4.942,168,0,1
ember_5127a5de1f6e.exe,626688,15.58,5.813,134,2,1
ember_4dbfb1fe35bd.exe,363367,71.49,4.512,56,1,1
ember_00005274c62e.exe,965484,5.67,4.053,2,0,1
ember_a72596f02cb6.exe,164352,28.84,5.013,95,2,1
ember_56c7cec1e0a7.exe,242873,41.82,5.36,4,0,1
ember_d25036a3cb9c.exe,965494,5.67,4.053,2,0,1
ember_44f155a9c8ce.exe,1314816,43.22,5.579,0,0,1
ember_634f62b2d0db.exe,102400,24.22,5.143,80,1,1
ember_b3c2177937d9.exe,78336,77.29,4.27,54,1,1
ember_61063e7aa92f.exe,131072,20.43,4.727,81,0,1
ember_06bee3125f17.exe,99328,23.38,7.988,3,0,1
ember_ade5af190e01.exe,968694,5.65,4.053,2,0,1
ember_d0e05a53be17.exe,967364,5.66,4.053,2,0,1
ember_b9ac9925f762.exe,343428,6.04,5.037,61,0,1
ember_2b01421fee20.exe,965074,5.67,4.053,2,0,1
ember_02dee444c927.exe,1650688,55.99,4.794,75,1,1
ember_0db5db5d4c3a.exe,361472,51.0,4.903,68,1,1
ember_ed215eec827a.exe,246333,3.76,5.634,91,1,1
ember_0d4d3c855228.exe,159744,15.09,5.981,86,0,1
ember_4d3b00728c88.exe,266246,18.01,3.003,77,0,1
ember_5b7bdb940b24.exe,967424,5.66,4.053,2,0,1
ember_0160e683b694.exe,961534,5.69,4.053,2,0,1
ember_e846df52bf3d.exe,151840,10.75,5.0,182,1,1
ember_0fd230386019.exe,1790976,15.37,5.873,208,2,1
ember_27b449c9d644.exe,266752,38.25,3.12,81,2,1
ember_f1941edad0eb.exe,136623,13.8,5.104,4,0,1
ember_6decf9a35ce6.exe,1006080,19.15,5.817,75,1,1
ember_9fd3943a35bf.exe,483765,2.97,5.417,165,0,1
ember_587f32a227d4.exe,916689,2.48,4.872,167,0,1
ember_32f239f80bb0.exe,343619,6.03,5.037,61,0,1
ember_10a9c7e37627.exe,741376,15.28,5.813,20,0,1
ember_9f2888db6796.exe,965574,5.67,4.053,2,0,1
ember_80b340bd7047.exe,962044,5.69,4.053,2,0,1
ember_592ac9973d1d.exe,1783969,4.52,5.904,146,0,1
ember_816810b53e4d.exe,966354,5.66,4.053,2,0,1
ember_9454a28d7558.exe,152016,1.72,5.818,5,0,1
ember_eeef536c0f6d.exe,965584,5.67,4.053,2,0,1
ember_baeb38e679ed.exe,105984,11.63,4.392,43,1,1
ember_8f119876a6ad.exe,88576,2.59,4.878,1,0,1
ember_b4441e587604.exe,152160,1.72,5.818,5,0,1
ember_6eae595b103d.exe,965034,5.67,4.053,2,0,1
ember_1163ad3c8194.exe,707584,32.1,5.116,236,2,1
ember_05e705edf652.exe,1897984,50.62,5.441,82,1,1
ember_8b2c9518b973.exe,139264,20.26,5.557,54,0,1
ember_5c03e7f1732d.exe,717671,26.09,4.055,55,0,1
ember_efa41fdb89ab.exe,175104,15.34,6.625,153,1,1
ember_4a4de99f412e.exe,964744,5.67,4.053,2,0,1
ember_0cf4fae6b848.exe,964934,5.67,4.053,2,0,1
ember_733628439df9.exe,3584,74.33,3.275,8,0,1
ember_6c2dd6c0a881.exe,64000,4.67,4.777,17,1,1
ember_9e3be0421be7.exe,559848,12.14,5.847,185,2,1
ember_2d01cecc1292.exe,503808,10.29,6.601,102,1,1
ember_3a38368bd508.exe,343472,6.04,5.037,61,0,1
ember_6b4b4d9c56dd.exe,581632,6.61,6.296,74,1,1
ember_1292b6d5e047.exe,963954,5.68,4.053,2,0,1
ember_5e34c372c09f.exe,271398,5.26,5.294,165,0,1
ember_4c5724e43ffe.exe,966584,5.66,4.053,2,0,1
ember_2433787a6c0d.exe,1468385,7.06,7.076,17,1,1
ember_f6b72bbc05ea.exe,942592,18.92,5.589,74,1,1
ember_4b4893aee35c.exe,67536,49.55,4.041,1,0,1
ember_e48e88b9a182.exe,1470861,14.63,3.967,162,1,1
ember_c30f17d323a4.exe,965474,5.67,4.053,2,0,1
ember_916f40bc35ed.exe,88576,2.59,4.878,1,0,1
ember_de488a574a55.exe,2061938,6.94,7.896,0,0,1
ember_995f987812cc.exe,3584,74.33,3.272,8,0,1
ember_fc22df80ca01.exe,88576,2.59,4.878,1,0,1
ember_046a65e2bc36.exe,131200,20.92,6.117,25,0,1
ember_b393ec5e2045.exe,982016,0.67,5.784,28,1,1
ember_9904737529b7.exe,195072,63.17,4.244,7,0,1
ember_ef16f818f678.exe,439808,20.56,5.625,68,1,1
ember_7d4a56f17819.exe,543936,12.32,5.84,179,2,1
ember_d5800810f519.exe,615769,33.15,5.316,7,0,1
ember_1f89b29b7ef5.exe,503808,10.28,6.601,102,1,1
ember_8daac7cb9471.exe,101888,13.39,5.484,44,0,1
ember_ecbc7364ef73.exe,207360,10.14,5.516,1,0,1
ember_e74ea2c5737d.exe,559792,12.15,5.847,185,2,1
ember_f4c0d5a59712.exe,1250816,6.77,6.766,114,1,1
ember_4d0dcf145b2a.exe,967464,5.66,4.053,2,0,1
ember_b092b97cc89f.exe,91136,39.41,6.12,4,1,1
ember_3483434b31a8.exe,459992,18.06,5.801,311,2,1
ember_b9dafee641c7.exe,246037,3.77,5.634,91,1,1
ember_7c4894c0639a.exe,966134,5.67,4.053,2,0,1
ember_7bc069606364.exe,2167296,17.73,4.32,577,2,1
ember_78643e387a2b.exe,965034,5.67,4.053,2,0,1
ember_f60ef09a3c39.exe,487440,11.69,6.308,240,1,1
ember_83b66cc266ed.exe,500224,20.26,4.64,127,2,1
ember_fc362bd3d84a.exe,139264,20.26,5.557,54,0,1
ember_03caa1dbe27a.exe,1701888,0.24,7.189,0,0,1
ember_4c549debfb5b.exe,296229,4.53,5.649,160,0,1
ember_ae172d7a8774.exe,307200,40.4,4.87,7,0,1
ember_a43832bbdebe.exe,143360,15.85,5.461,57,0,1
ember_1aa274e3e09f.exe,131200,20.92,6.117,25,0,1
ember_bdd37d358d7e.exe,99328,1.63,7.987,3,0,1
ember_479f8124e134.exe,25808,24.47,4.711,68,0,1
ember_00806f831082.exe,965684,5.67,4.053,2,0,1
ember_ce28b317dd57.exe,126965,10.91,5.704,54,0,1
ember_04120dc9cd84.exe,343586,6.08,5.037,61,0,1
ember_a0423ee6e6d6.exe,1006080,19.15,5.818,75,1,1
ember_abbe6759ec62.exe,503808,10.27,6.601,102,1,1
ember_127715c99a4f.exe,524288,7.4,5.287,83,1,1
ember_d432f8f89b91.exe,532684,20.84,4.055,55,0,1
ember_e3b72e239d5f.exe,964994,5.67,4.053,2,0,1
ember_0e46dfc3b70f.exe,983040,0.83,3.642,24,1,1
ember_3eb62b34ba94.exe,4037736,6.38,5.917,495,2,1
ember_77b52bd2daac.exe,318848,12.51,4.684,12,0,1
ember_b451b604e98a.exe,246069,3.77,5.634,91,1,1
ember_bb54bee6b408.exe,252803,1.54,6.975,3,0,1
ember_39b4e408031c.exe,613888,11.28,5.356,14,0,1
ember_675c611701f9.exe,847872,35.34,5.383,11,0,1
ember_e2dba61cba74.exe,967524,5.66,4.053,2,0,1
ember_d5461f156bb6.exe,507392,22.86,5.053,216,2,1
ember_37eea72ea35d.exe,224108,36.31,4.31,110,2,1
ember_f1f52a11bef5.exe,2051072,64.56,5.118,76,1,1
ember_c85489a94564.exe,97962,6.33,7.876,3,0,1
ember_866aa080a271.exe,236160,21.89,4.966,156,2,1
ember_ed435f74d299.exe,152176,1.72,5.818,5,0,1
ember_dca62d180f4b.exe,1250816,6.76,6.766,114,1,1
ember_932d47126808.exe,353652,31.97,3.862,11,0,1
ember_e38fa8435e82.exe,991232,19.3,5.732,75,1,1
ember_c3be9537964e.exe,126893,10.92,5.704,54,0,1
ember_ffdc1190f9d7.exe,63811,19.99,4.487,171,0,1
ember_05fbb7391acf.exe,736256,12.24,5.118,78,1,1
ember_8880c246bb19.exe,1250816,6.77,6.766,114,1,1
ember_faa32f1654b9.exe,559912,12.14,5.847,185,2,1
ember_285ef07dba1d.exe,707584,32.1,5.116,236,2,1
ember_9b75894bc3b1.exe,965684,5.67,4.053,2,0,1
ember_d2e71d0ca371.exe,962304,5.69,4.053,2,0,1
ember_94872f129301.exe,139264,20.26,5.557,54,0,1
ember_b495c27cedaf.exe,2061938,49.21,7.902,0,0,1
ember_9d16e622e389.exe,747008,12.06,5.521,16,0,1
ember_48982c888d67.exe,130787,17.8,7.185,0,0,1
ember_673a67577708.exe,88576,2.59,4.878,1,0,1
ember_007ef48f3ee3.exe,965884,5.67,4.053,2,0,1
ember_ba94b4753526.exe,966874,5.66,4.053,2,0,1
ember_997d74ed2c45.exe,965504,5.67,4.053,2,0,1
ember_b408e9f223a3.exe,964534,5.67,4.053,2,0,1
ember_de4df89c05eb.exe,217088,58.08,4.549,7,0,1
ember_c504db7a3630.exe,965594,5.67,4.053,2,0,1
ember_3827c7af8ad9.exe,961954,5.69,4.053,2,0,1
ember_85a5397f6255.exe,131200,20.92,6.117,25,0,1
ember_4f93bd34cdfb.exe,222741,25.99,3.295,19,0,1
ember_16ef04b56fdb.exe,965054,5.67,4.053,2,0,1
ember_bdcdc17b0695.exe,135168,17.37,5.215,15,0,1
ember_42fc5d440f50.exe,157184,44.34,4.795,60,2,1
ember_6f6f1fcde924.exe,1250816,6.77,6.766,114,1,1
ember_a35de3765085.exe,1508224,11.22,3.872,1,0,1
ember_51f317e8c7e5.exe,965914,5.67,4.053,2,0,1
ember_d3c50823ce51.exe,3572224,71.73,2.54,77,1,1
ember_4b54fd8b267d.exe,982528,0.75,4.795,29,1,1
ember_626a64038526.exe,2281472,4.18,6.354,78,0,1
ember_e88ba65befe0.exe,200871,26.26,4.055,55,0,1
ember_2ef6ffd57858.exe,131098,65.63,4.055,55,0,1
ember_6d7f25e8989d.exe,343450,6.08,5.037,61,0,1
ember_48f3e4cf54e4.exe,965544,5.67,4.053,2,0,1
ember_a7a28543c9a2.exe,543992,12.32,5.84,179,2,1
ember_0dc80c0e0526.exe,807424,10.7,4.847,75,1,1
ember_84d9f6a8dbcc.exe,5777920,59.34,4.057,68,2,1
ember_0a150c9be175.exe,1439728,15.65,5.583,415,2,1
ember_88fc103cd43f.exe,126897,10.92,5.704,54,0,1
ember_c690cf65b65a.exe,1032192,14.28,4.397,167,2,1
ember_9436cadc4f23.exe,968274,5.65,4.053,2,0,1
ember_ede72934c278.exe,966954,5.66,4.053,2,0,1
ember_cdcf6201c885.exe,343440,6.04,5.037,61,0,1
ember_d0079fa18203.exe,298672,5.57,6.12,6,0,1
ember_d571954186c0.exe,2482593,15.13,5.586,145,1,1
ember_9c719efeca99.exe,1885896,17.12,5.892,257,2,1
ember_d69e5b7a8376.exe,966004,5.67,4.053,2,0,1
ember_47015824510b.exe,3584,64.56,3.072,1,0,1
ember_3083756a4bc2.exe,1353264,2.28,7.512,8,0,1
ember_b286ed530e97.exe,503808,10.27,6.601,102,1,1
ember_b38dc2476855.exe,435354,3.53,5.604,160,0,1
ember_a6360738bb35.exe,965254,5.67,4.053,2,0,1
ember_2277f2de55ba.exe,969764,5.64,4.053,2,0,1
ember_8a9c7072b404.exe,1362916,48.65,6.208,49,1,1
ember_1d917be602ef.exe,397312,25.83,4.537,187,1,1
ember_bba26a6938bc.exe,139264,18.83,6.0,21,0,1
ember_770479bbe055.exe,970034,5.64,4.053,2,0,1
ember_4c0feafbe81c.exe,139264,20.26,5.557,54,0,1
ember_d0ab4763b776.exe,966454,5.66,4.053,2,0,1
ember_33e2335ae2f4.exe,963944,5.68,4.053,2,0,1
ember_41da87fd94db.exe,962544,5.69,4.053,2,0,1
ember_0b55edfab4c5.exe,1829888,27.02,6.056,65,1,1
ember_a5521b444b79.exe,343511,6.04,5.037,61,0,1
ember_4fcefa950797.exe,963784,5.68,4.053,2,0,1
ember_483e3965d72b.exe,134660,14.19,6.387,36,0,1
ember_1b92843cd597.exe,208896,30.46,4.792,14,0,1
ember_29a84f3ff407.exe,966654,5.66,4.053,2,0,1
ember_badd26ed7acf.exe,962534,5.69,4.053,2,0,1
ember_49dd0dd295c6.exe,598016,24.18,4.615,167,1,1
ember_542f37a25414.exe,343550,6.03,5.037,61,0,1
ember_925d439d4e27.exe,208896,30.46,4.792,14,0,1
ember_c93ff84b9979.exe,343497,6.04,5.037,61,0,1
ember_357493bc365a.exe,2241649,35.46,3.857,92,0,1
ember_6be2a8b1d22f.exe,432640,24.75,5.57,76,1,1
ember_6ac2d6d07926.exe,806400,9.82,5.327,14,0,1
ember_f6959d135e69.exe,471040,13.86,4.535,25,0,1
ember_1bd9be50dd44.exe,1821184,0.84,5.326,15,1,1
ember_a380837b997d.exe,245869,3.77,5.634,91,1,1
ember_e79ac336de3c.exe,1668608,2.9,7.152,98,1,1
ember_cfca7acbc4c1.exe,139264,20.26,5.557,54,0,1
ember_2c30fb95c24a.exe,204800,23.15,5.804,137,0,1
ember_48942ad00140.exe,262144,53.74,2.642,1,0,1
ember_9ff551c66e52.exe,135168,17.73,5.013,39,0,1
ember_50c056157b0c.exe,1173018,12.22,4.013,151,0,1
ember_abd6b2cc2cd7.exe,102400,32.79,3.382,0,0,1
ember_e7e37d320560.exe,965724,5.67,4.053,2,0,1
ember_f1accbbd54a1.exe,246045,3.77,5.634,91,1,1
ember_da457e9cbf74.exe,453120,15.23,4.739,15,1,1
ember_37a95514eb42.exe,965944,5.67,4.053,2,0,1
ember_64eecd0c83cc.exe,963994,5.68,4.053,2,0,1
ember_d60578cb5efb.exe,1250816,6.75,6.766,114,1,1
ember_037553729fbe.exe,967024,5.66,4.053,2,0,1
ember_af166abbaf46.exe,139264,27.39,4.636,191,0,1
ember_efe09538edbc.exe,724992,8.41,5.805,161,1,1
ember_54e57758d073.exe,2704896,11.04,6.861,62,1,1
ember_a77fda64f28c.exe,405504,31.5,4.189,342,1,1
ember_116ba320c821.exe,969114,5.65,4.053,2,0,1
ember_0061a8c5d827.exe,1379328,12.86,5.793,137,2,1
ember_a283ffa5e4aa.exe,965494,5.67,4.053,2,0,1
ember_895c143cfd77.exe,339984,15.02,5.173,203,2,1
ember_b05aad12f2e3.exe,961524,5.69,4.053,2,0,1
ember_d1526e61a028.exe,965664,5.67,4.053,2,0,1
ember_4fbc30808409.exe,964834,5.67,4.053,2,0,1
ember_dbc491316154.exe,963064,5.68,4.053,2,0,1
ember_05ecbe537ba4.exe,126846,10.92,5.704,54,0,1
ember_958ce0e7affd.exe,819200,18.29,2.318,110,0,1
ember_7df23d0a230e.exe,964034,5.68,4.053,2,0,1
ember_a1a6de850b8f.exe,115200,14.11,5.552,10,0,1
ember_b5364d9324cf.exe,962314,5.69,4.053,2,0,1
ember_3839e515c554.exe,99328,21.81,7.985,3,0,1
ember_2d2f6a2ef395.exe,525212,72.37,4.482,105,3,1
ember_e8f5c49bd67b.exe,965294,5.67,4.053,2,0,1
ember_89ae4b8e6d2f.exe,965984,5.67,4.053,2,0,1
ember_218011a818d6.exe,449581,1.54,7.808,9,0,1
ember_61b7a4e56ec2.exe,965754,5.67,4.053,2,0,1
ember_580fd6bb4765.exe,442374,4.92,3.627,45,0,1
ember_9932c199a027.exe,558592,15.25,4.344,12,0,1
ember_8b02663276b4.exe,3584,74.33,3.264,8,0,1
ember_39ca45917bf6.exe,964734,5.67,4.053,2,0,1
ember_9dc396fdcbae.exe,121891,86.07,6.048,4,0,1
ember_f583dd5fa7ff.exe,1924579,17.29,5.685,589,2,1
ember_d9ac3a2d5f52.exe,139264,20.26,5.557,54,0,1
ember_c219f2651774.exe,343629,6.03,5.037,61,0,1
ember_e4d7dd767e12.exe,500224,20.26,4.64,127,2,1
ember_3b915485c13f.exe,3584,74.33,3.269,8,0,1
ember_ba962d418644.exe,2547712,3.79,4.922,167,1,1
ember_5c51c3b917cf.exe,965514,5.67,4.053,2,0,1
ember_ef839ef2d6ab.exe,328024,19.95,3.791,1,0,1
ember_4f1a1b706618.exe,525224,72.37,4.482,105,3,1
ember_7c1e825bb95b.exe,642560,3.8,5.27,127,1,1
ember_60d4ea666b2c.exe,964204,5.68,4.053,2,0,1
ember_95ebf5acf4f4.exe,1250816,6.76,6.766,114,1,1
ember_0fc27faf3e4f.exe,1279488,0.48,5.176,15,1,1
ember_a0a16149380e.exe,841231,10.82,5.682,78,1,1
ember_8ae56002a344.exe,139264,20.26,5.557,54,0,1
ember_6d9ed470b59c.exe,139264,20.26,5.557,54,0,1
ember_b6071285d7a9.exe,125828,11.51,5.71,54,0,1
ember_8ebd3385d2fd.exe,692623,18.46,5.116,350,2,1
ember_859d9b03bd6b.exe,503808,10.29,6.601,102,1,1
ember_6aa0c34d2f0f.exe,965714,5.67,4.053,2,0,1
ember_15dc0966f4e8.exe,516912,12.68,5.843,180,2,1
ember_549b8ec256e1.exe,965274,5.67,4.053,2,0,1
ember_131fce9e0614.exe,49822,16.4,5.122,105,1,1
ember_db1c79d341e8.exe,559824,12.15,5.847,185,2,1
ember_827ddd873132.exe,63519,37.88,1.387,0,0,1
ember_dcdc377b488e.exe,1507650,1.11,4.195,8,1,1
ember_b68c7015b62a.exe,289839,16.08,5.479,162,1,1
ember_1dbc7d6abc7a.exe,2217984,56.69,3.864,97,2,1
ember_d077296d7e85.exe,117680,8.03,5.76,122,1,1
ember_4cfa32c10a57.exe,983552,0.86,4.66,29,1,1
ember_35293e7554de.exe,1250816,6.76,6.766,114,1,1
ember_84c23cc2e112.exe,238382,5.93,4.823,39,1,1
ember_97501a03e917.exe,964384,5.68,4.053,2,0,1
ember_7bd9ae502a41.exe,152160,1.72,5.818,5,0,1
ember_c54a974b20c5.exe,966694,5.66,4.053,2,0,1
ember_510f0e578369.exe,5267459,55.59,3.072,13,0,1
ember_ca83429d7b0f.exe,657712,6.48,6.346,85,1,1
ember_d772ee0918dc.exe,343510,6.08,5.037,61,0,1
ember_516adfa5d039.exe,1204568,9.99,4.391,98,1,1
ember_4e635418be1f.exe,1279488,13.48,5.608,475,4,1
ember_0319cf516cbb.exe,147456,20.57,5.449,34,0,1
ember_d1b548ca7d8a.exe,834544,25.16,3.74,196,0,1
ember_39574861dc4e.exe,964474,5.67,4.053,2,0,1
ember_1b13f338f9b8.exe,3584,74.33,3.275,8,0,1
ember_0e0c449e97b7.exe,246053,3.77,5.634,91,1,1
ember_d81a79037fa6.exe,559904,12.14,5.847,185,2,1
ember_a243ef686b19.exe,966294,5.66,4.053,2,0,1
ember_ac75aa70c1b0.exe,963284,5.68,4.053,2,0,1
ember_e11aa246889f.exe,321204,27.08,4.13,90,1,1
ember_7cf3885a000a.exe,59113,20.66,4.667,3,0,1
ember_f9a46b3f7869.exe,182784,22.45,4.91,239,3,1
ember_23ad5c1b15f3.exe,569344,7.58,6.751,226,2,1
ember_d0fc126b3d0f.exe,496128,4.73,5.688,1,0,1
ember_1e09c4901357.exe,983040,0.81,3.646,24,1,1
ember_08341e93c3ea.exe,252461,4.97,5.669,157,0,1
